length,deleting,Class
138460,0.0002,Set
138462,0.0376,Vector
138462,0.0002,Set
138464,0.0659,Vector
138464,0.0006,Set
138466,0.05,Vector
138466,0.0002,Set
138468,0.0375,Vector
138468,0.0002,Set
138470,0.0376,Vector
138470,0.0001,Set
138472,0.0377,Vector
138472,0.0002,Set
138474,0.0376,Vector
138474,0.0002,Set
138476,0.0376,Vector
138476,0.0002,Set
138478,0.0376,Vector
138478,0.0002,Set
138480,0.0375,Vector
138480,0.0002,Set
138482,0.0376,Vector
138482,0.0002,Set
138484,0.039,Vector
138484,0.0002,Set
138486,0.0376,Vector
138486,0.0002,Set
138488,0.0376,Vector
138488,0.0002,Set
138490,0.0375,Vector
138490,0.0002,Set
138492,0.0377,Vector
138492,0.0002,Set
138494,0.0375,Vector
138494,0.0002,Set
138496,0.0377,Vector
138496,0.0002,Set
138498,0.0376,Vector
138498,0.0002,Set
138500,0.0376,Vector
138500,0.0002,Set
138502,0.0375,Vector
138502,0.0002,Set
138504,0.0377,Vector
138504,0.0002,Set
138506,0.0376,Vector
138506,0.0002,Set
138508,0.0376,Vector
138508,0.0002,Set
138510,0.0377,Vector
138510,0.0002,Set
138512,0.0376,Vector
138512,0.0002,Set
138514,0.0376,Vector
138514,0.0002,Set
138516,0.0376,Vector
138516,0.0002,Set
138518,0.0376,Vector
138518,0.0002,Set
138520,0.0366,Vector
138520,0.0002,Set
138522,0.0366,Vector
138522,0.0002,Set
138524,0.0364,Vector
138524,0.0002,Set
138526,0.0365,Vector
138526,0.0001,Set
138528,0.0365,Vector
138528,0.0002,Set
138530,0.0367,Vector
138530,0.0002,Set
138532,0.0364,Vector
138532,0.0002,Set
138534,0.0365,Vector
138534,0.0002,Set
138536,0.0366,Vector
138536,0.0002,Set
138538,0.0366,Vector
138538,0.0002,Set
138540,0.0365,Vector
138540,0.0002,Set
138542,0.0365,Vector
138542,0.0002,Set
138544,0.0476,Vector
138544,0.0002,Set
138546,0.0366,Vector
138546,0.0001,Set
138548,0.0364,Vector
138548,0.0002,Set
138550,0.0365,Vector
138550,0.0001,Set
138552,0.0365,Vector
138552,0.0002,Set
138554,0.0366,Vector
138554,0.0002,Set
138556,0.0365,Vector
138556,0.0002,Set
138558,0.0377,Vector
138558,0.0002,Set
138560,0.0381,Vector
138560,0.0002,Set
138562,0.0481,Vector
138562,0.0002,Set
138564,0.0365,Vector
138564,0.0001,Set
138566,0.0365,Vector
138566,0.0002,Set
138568,0.0366,Vector
138568,0.0002,Set
138570,0.0366,Vector
138570,0.0002,Set
138572,0.0364,Vector
138572,0.0002,Set
138574,0.0376,Vector
138574,0.0002,Set
138576,0.0376,Vector
138576,0.0002,Set
138578,0.0376,Vector
138578,0.0002,Set
138580,0.0377,Vector
138580,0.0002,Set
138582,0.0376,Vector
138582,0.0002,Set
138584,0.0376,Vector
138584,0.0002,Set
138586,0.0376,Vector
138586,0.0002,Set
138588,0.0377,Vector
138588,0.0002,Set
138590,0.0393,Vector
138590,0.0002,Set
138592,0.0376,Vector
138592,0.0002,Set
138594,0.0376,Vector
138594,0.0002,Set
138596,0.0377,Vector
138596,0.0002,Set
138598,0.0377,Vector
138598,0.0002,Set
138600,0.0377,Vector
138600,0.0002,Set
138602,0.0378,Vector
138602,0.0002,Set
138604,0.0377,Vector
138604,0.0002,Set
138606,0.0375,Vector
138606,0.0002,Set
138608,0.0377,Vector
138608,0.0002,Set
138610,0.0377,Vector
138610,0.0002,Set
138612,0.0446,Vector
138612,0.0014,Set
138614,0.0376,Vector
138614,0.0002,Set
138616,0.0376,Vector
138616,0.0002,Set
138618,0.0377,Vector
138618,0.0002,Set
138620,0.0376,Vector
138620,0.0002,Set
138622,0.0376,Vector
138622,0.0001,Set
138624,0.0376,Vector
138624,0.0002,Set
138626,0.0456,Vector
138626,0.0002,Set
138628,0.0366,Vector
138628,0.0001,Set
138630,0.0365,Vector
138630,0.0002,Set
138632,0.0377,Vector
138632,0.0003,Set
138634,0.038,Vector
138634,0.0002,Set
138636,0.0378,Vector
138636,0.0002,Set
138638,0.0478,Vector
138638,0.0002,Set
138640,0.0365,Vector
138640,0.0002,Set
138642,0.0366,Vector
138642,0.0002,Set
138644,0.0366,Vector
138644,0.0002,Set
138646,0.0365,Vector
138646,0.0002,Set
138648,0.0477,Vector
138648,0.0002,Set
138650,0.0366,Vector
138650,0.0002,Set
138652,0.0367,Vector
138652,0.0002,Set
138654,0.0365,Vector
138654,0.0002,Set
138656,0.0367,Vector
138656,0.0002,Set
138658,0.0481,Vector
138658,0.0002,Set
138660,0.0485,Vector
138660,0.0002,Set
138662,0.0365,Vector
138662,0.0001,Set
138664,0.0365,Vector
138664,0.0002,Set
138666,0.0366,Vector
138666,0.0001,Set
138668,0.0366,Vector
138668,0.0002,Set
138670,0.0366,Vector
138670,0.0002,Set
138672,0.0365,Vector
138672,0.0002,Set
138674,0.0367,Vector
138674,0.0002,Set
138676,0.0366,Vector
138676,0.0001,Set
138678,0.0365,Vector
138678,0.0002,Set
138680,0.0366,Vector
138680,0.0001,Set
138682,0.0366,Vector
138682,0.0002,Set
138684,0.0365,Vector
138684,0.0002,Set
138686,0.0365,Vector
138686,0.0002,Set
138688,0.0366,Vector
138688,0.0002,Set
138690,0.0366,Vector
138690,0.0002,Set
138692,0.0365,Vector
138692,0.0002,Set
138694,0.0366,Vector
138694,0.0002,Set
138696,0.0366,Vector
138696,0.0001,Set
138698,0.0389,Vector
138698,0.0002,Set
138700,0.0377,Vector
138700,0.0002,Set
138702,0.0366,Vector
138702,0.0002,Set
138704,0.0365,Vector
138704,0.0002,Set
138706,0.0366,Vector
138706,0.0002,Set
138708,0.0365,Vector
138708,0.0002,Set
138710,0.0479,Vector
138710,0.0002,Set
138712,0.0563,Vector
138712,0.0002,Set
138714,0.0365,Vector
138714,0.0002,Set
138716,0.0367,Vector
138716,0.0003,Set
138718,0.0384,Vector
138718,0.0002,Set
138720,0.0379,Vector
138720,0.0002,Set
138722,0.0378,Vector
138722,0.0002,Set
138724,0.0376,Vector
138724,0.0002,Set
138726,0.0376,Vector
138726,0.0002,Set
138728,0.0377,Vector
138728,0.0002,Set
138730,0.0377,Vector
138730,0.0002,Set
138732,0.0366,Vector
138732,0.0003,Set
138734,0.0366,Vector
138734,0.0002,Set
138736,0.0365,Vector
138736,0.0002,Set
138738,0.0367,Vector
138738,0.0002,Set
138740,0.0383,Vector
138740,0.0002,Set
138742,0.0376,Vector
138742,0.0003,Set
138744,0.0378,Vector
138744,0.0002,Set
138746,0.0381,Vector
138746,0.0003,Set
138748,0.0377,Vector
138748,0.0002,Set
138750,0.0485,Vector
138750,0.0002,Set
138752,0.0377,Vector
138752,0.0002,Set
138754,0.0377,Vector
138754,0.0002,Set
138756,0.0377,Vector
138756,0.0003,Set
138758,0.0395,Vector
138758,0.0002,Set
138760,0.0396,Vector
138760,0.0003,Set
138762,0.0493,Vector
138762,0.0002,Set
138764,0.038,Vector
138764,0.0002,Set
138766,0.037,Vector
138766,0.0002,Set
138768,0.0366,Vector
138768,0.0002,Set
138770,0.0366,Vector
138770,0.0002,Set
138772,0.0367,Vector
138772,0.0002,Set
138774,0.0366,Vector
138774,0.0002,Set
138776,0.0365,Vector
138776,0.0002,Set
138778,0.0367,Vector
138778,0.0002,Set
138780,0.0565,Vector
138780,0.0003,Set
138782,0.0366,Vector
138782,0.0002,Set
138784,0.0377,Vector
138784,0.0002,Set
138786,0.0377,Vector
138786,0.0002,Set
138788,0.0376,Vector
138788,0.0002,Set
138790,0.0376,Vector
138790,0.0002,Set
138792,0.0376,Vector
138792,0.0002,Set
138794,0.0377,Vector
138794,0.0002,Set
138796,0.0377,Vector
138796,0.0002,Set
138798,0.0376,Vector
138798,0.0002,Set
138800,0.0378,Vector
138800,0.0002,Set
138802,0.0377,Vector
138802,0.0002,Set
138804,0.0377,Vector
138804,0.0002,Set
138806,0.0376,Vector
138806,0.0002,Set
138808,0.0376,Vector
138808,0.0002,Set
138810,0.0376,Vector
138810,0.0002,Set
138812,0.0377,Vector
138812,0.0002,Set
138814,0.0375,Vector
138814,0.0002,Set
138816,0.0377,Vector
138816,0.0002,Set
138818,0.0378,Vector
138818,0.0002,Set
138820,0.0378,Vector
138820,0.0002,Set
138822,0.0377,Vector
138822,0.0002,Set
138824,0.0376,Vector
138824,0.0002,Set
138826,0.0393,Vector
138826,0.0003,Set
138828,0.0376,Vector
138828,0.0001,Set
138830,0.0376,Vector
138830,0.0002,Set
138832,0.0378,Vector
138832,0.0002,Set
138834,0.0377,Vector
138834,0.0001,Set
138836,0.0377,Vector
138836,0.0002,Set
138838,0.0366,Vector
138838,0.0002,Set
138840,0.0366,Vector
138840,0.0001,Set
138842,0.0365,Vector
138842,0.0002,Set
138844,0.0366,Vector
138844,0.0002,Set
138846,0.0366,Vector
138846,0.0002,Set
138848,0.0367,Vector
138848,0.0002,Set
138850,0.0367,Vector
138850,0.0002,Set
138852,0.0376,Vector
138852,0.0002,Set
138854,0.0366,Vector
138854,0.0002,Set
138856,0.0367,Vector
138856,0.0002,Set
138858,0.0366,Vector
138858,0.0002,Set
138860,0.0366,Vector
138860,0.0002,Set
138862,0.0471,Vector
138862,0.0002,Set
138864,0.0494,Vector
138864,0.0003,Set
138866,0.0366,Vector
138866,0.0002,Set
138868,0.0366,Vector
138868,0.0001,Set
138870,0.0367,Vector
138870,0.0002,Set
138872,0.0366,Vector
138872,0.0002,Set
138874,0.0367,Vector
138874,0.0001,Set
138876,0.0365,Vector
138876,0.0002,Set
138878,0.0367,Vector
138878,0.0002,Set
138880,0.0365,Vector
138880,0.0001,Set
138882,0.0367,Vector
138882,0.0002,Set
138884,0.0366,Vector
138884,0.0002,Set
138886,0.0364,Vector
138886,0.0002,Set
138888,0.0365,Vector
138888,0.0002,Set
138890,0.0366,Vector
138890,0.0002,Set
138892,0.0366,Vector
138892,0.0001,Set
138894,0.0366,Vector
138894,0.0002,Set
138896,0.0366,Vector
138896,0.0002,Set
138898,0.0366,Vector
138898,0.0002,Set
138900,0.0366,Vector
138900,0.0001,Set
138902,0.0365,Vector
138902,0.0002,Set
138904,0.0366,Vector
138904,0.0002,Set
138906,0.0366,Vector
138906,0.0002,Set
138908,0.0597,Vector
138908,0.0002,Set
138910,0.0367,Vector
138910,0.0002,Set
138912,0.0366,Vector
138912,0.0002,Set
138914,0.0366,Vector
138914,0.0002,Set
138916,0.0366,Vector
138916,0.0002,Set
138918,0.0366,Vector
138918,0.0002,Set
138920,0.0366,Vector
138920,0.0002,Set
138922,0.0367,Vector
138922,0.0001,Set
138924,0.0365,Vector
138924,0.0002,Set
138926,0.0367,Vector
138926,0.0001,Set
138928,0.0366,Vector
138928,0.0002,Set
138930,0.0366,Vector
138930,0.0002,Set
138932,0.0365,Vector
138932,0.0001,Set
138934,0.0367,Vector
138934,0.0002,Set
138936,0.0367,Vector
138936,0.0002,Set
138938,0.0366,Vector
138938,0.0002,Set
138940,0.0367,Vector
138940,0.0001,Set
138942,0.0367,Vector
138942,0.0002,Set
138944,0.0367,Vector
138944,0.0002,Set
138946,0.0367,Vector
138946,0.0002,Set
138948,0.0367,Vector
138948,0.0002,Set
138950,0.0367,Vector
138950,0.0002,Set
138952,0.0367,Vector
138952,0.0002,Set
138954,0.0368,Vector
138954,0.0002,Set
138956,0.0366,Vector
138956,0.0002,Set
138958,0.0366,Vector
138958,0.0002,Set
138960,0.0366,Vector
138960,0.0002,Set
138962,0.0367,Vector
138962,0.0002,Set
138964,0.0366,Vector
138964,0.0002,Set
138966,0.0366,Vector
138966,0.0002,Set
138968,0.0483,Vector
138968,0.0002,Set
138970,0.0365,Vector
138970,0.0002,Set
138972,0.0367,Vector
138972,0.0002,Set
138974,0.0367,Vector
138974,0.0002,Set
138976,0.0367,Vector
138976,0.0002,Set
138978,0.0366,Vector
138978,0.0002,Set
138980,0.0365,Vector
138980,0.0002,Set
138982,0.0367,Vector
138982,0.0002,Set
138984,0.0366,Vector
138984,0.0002,Set
138986,0.0366,Vector
138986,0.0003,Set
138988,0.0367,Vector
138988,0.0002,Set
138990,0.0365,Vector
138990,0.0002,Set
138992,0.0366,Vector
138992,0.0002,Set
138994,0.0366,Vector
138994,0.0001,Set
138996,0.0366,Vector
138996,0.0002,Set
138998,0.0367,Vector
138998,0.0002,Set
139000,0.0366,Vector
139000,0.0002,Set
139002,0.0366,Vector
139002,0.0001,Set
139004,0.0366,Vector
139004,0.0002,Set
139006,0.0365,Vector
139006,0.0001,Set
139008,0.0473,Vector
139008,0.0002,Set
139010,0.0366,Vector
139010,0.0002,Set
139012,0.0367,Vector
139012,0.0002,Set
139014,0.0367,Vector
139014,0.0001,Set
139016,0.0367,Vector
139016,0.0002,Set
139018,0.0471,Vector
139018,0.0002,Set
139020,0.0584,Vector
139020,0.0002,Set
139022,0.0366,Vector
139022,0.0002,Set
139024,0.0367,Vector
139024,0.0001,Set
139026,0.0366,Vector
139026,0.0001,Set
139028,0.0367,Vector
139028,0.0002,Set
139030,0.0367,Vector
139030,0.0002,Set
139032,0.0367,Vector
139032,0.0002,Set
139034,0.0367,Vector
139034,0.0002,Set
139036,0.0367,Vector
139036,0.0002,Set
139038,0.0378,Vector
139038,0.0002,Set
139040,0.0367,Vector
139040,0.0002,Set
139042,0.0367,Vector
139042,0.0002,Set
139044,0.0367,Vector
139044,0.0002,Set
139046,0.0367,Vector
139046,0.0002,Set
139048,0.0367,Vector
139048,0.0002,Set
139050,0.0366,Vector
139050,0.0002,Set
139052,0.0367,Vector
139052,0.0002,Set
139054,0.0365,Vector
139054,0.0002,Set
139056,0.0366,Vector
139056,0.0002,Set
139058,0.0366,Vector
139058,0.0002,Set
139060,0.0366,Vector
139060,0.0002,Set
139062,0.0366,Vector
139062,0.0002,Set
139064,0.0367,Vector
139064,0.0002,Set
139066,0.0366,Vector
139066,0.0002,Set
139068,0.0367,Vector
139068,0.0001,Set
139070,0.0367,Vector
139070,0.0001,Set
139072,0.0368,Vector
139072,0.0002,Set
139074,0.0367,Vector
139074,0.0002,Set
139076,0.0366,Vector
139076,0.0002,Set
139078,0.0366,Vector
139078,0.0002,Set
139080,0.0366,Vector
139080,0.0001,Set
139082,0.0367,Vector
139082,0.0002,Set
139084,0.0367,Vector
139084,0.0001,Set
139086,0.0366,Vector
139086,0.0002,Set
139088,0.0367,Vector
139088,0.0002,Set
139090,0.0368,Vector
139090,0.0002,Set
139092,0.0368,Vector
139092,0.0002,Set
139094,0.0366,Vector
139094,0.0002,Set
139096,0.0367,Vector
139096,0.0002,Set
139098,0.0367,Vector
139098,0.0002,Set
139100,0.0368,Vector
139100,0.0002,Set
139102,0.0366,Vector
139102,0.0001,Set
139104,0.0366,Vector
139104,0.0002,Set
139106,0.0367,Vector
139106,0.0002,Set
139108,0.0366,Vector
139108,0.0002,Set
139110,0.0367,Vector
139110,0.0002,Set
139112,0.0366,Vector
139112,0.0002,Set
139114,0.0367,Vector
139114,0.0001,Set
139116,0.0368,Vector
139116,0.0001,Set
139118,0.0367,Vector
139118,0.0002,Set
139120,0.0367,Vector
139120,0.0002,Set
139122,0.0367,Vector
139122,0.0001,Set
139124,0.0483,Vector
139124,0.0002,Set
139126,0.0367,Vector
139126,0.0002,Set
139128,0.0367,Vector
139128,0.0001,Set
139130,0.0367,Vector
139130,0.0002,Set
139132,0.0366,Vector
139132,0.0002,Set
139134,0.0367,Vector
139134,0.0002,Set
139136,0.0367,Vector
139136,0.0002,Set
139138,0.0368,Vector
139138,0.0002,Set
139140,0.0367,Vector
139140,0.0002,Set
139142,0.0367,Vector
139142,0.0002,Set
139144,0.0369,Vector
139144,0.0002,Set
139146,0.0368,Vector
139146,0.0002,Set
139148,0.0367,Vector
139148,0.0001,Set
139150,0.0366,Vector
139150,0.0002,Set
139152,0.0367,Vector
139152,0.0002,Set
139154,0.0367,Vector
139154,0.0001,Set
139156,0.0368,Vector
139156,0.0002,Set
139158,0.0367,Vector
139158,0.0002,Set
139160,0.0367,Vector
139160,0.0002,Set
139162,0.0367,Vector
139162,0.0002,Set
139164,0.0366,Vector
139164,0.0002,Set
139166,0.0594,Vector
139166,0.0002,Set
139168,0.0493,Vector
139168,0.0003,Set
139170,0.0368,Vector
139170,0.0002,Set
139172,0.0367,Vector
139172,0.0001,Set
139174,0.0368,Vector
139174,0.0002,Set
139176,0.0368,Vector
139176,0.0001,Set
139178,0.0367,Vector
139178,0.0002,Set
139180,0.0368,Vector
139180,0.0002,Set
139182,0.0367,Vector
139182,0.0002,Set
139184,0.0368,Vector
139184,0.0002,Set
139186,0.0367,Vector
139186,0.0002,Set
139188,0.0366,Vector
139188,0.0002,Set
139190,0.0368,Vector
139190,0.0002,Set
139192,0.0367,Vector
139192,0.0001,Set
139194,0.0367,Vector
139194,0.0002,Set
139196,0.0368,Vector
139196,0.0002,Set
139198,0.0367,Vector
139198,0.0002,Set
139200,0.0367,Vector
139200,0.0002,Set
139202,0.0367,Vector
139202,0.0002,Set
139204,0.0367,Vector
139204,0.0002,Set
139206,0.0368,Vector
139206,0.0002,Set
139208,0.0368,Vector
139208,0.0001,Set
139210,0.0366,Vector
139210,0.0002,Set
139212,0.0372,Vector
139212,0.0003,Set
139214,0.0367,Vector
139214,0.0001,Set
139216,0.0367,Vector
139216,0.0001,Set
139218,0.0367,Vector
139218,0.0002,Set
139220,0.0366,Vector
139220,0.0002,Set
139222,0.0368,Vector
139222,0.0002,Set
139224,0.0367,Vector
139224,0.0002,Set
139226,0.0379,Vector
139226,0.0002,Set
139228,0.0367,Vector
139228,0.0002,Set
139230,0.0368,Vector
139230,0.0002,Set
139232,0.0367,Vector
139232,0.0002,Set
139234,0.0367,Vector
139234,0.0002,Set
139236,0.0368,Vector
139236,0.0002,Set
139238,0.0367,Vector
139238,0.0002,Set
139240,0.0368,Vector
139240,0.0002,Set
139242,0.0366,Vector
139242,0.0001,Set
139244,0.0368,Vector
139244,0.0002,Set
139246,0.0367,Vector
139246,0.0001,Set
139248,0.0368,Vector
139248,0.0002,Set
139250,0.0368,Vector
139250,0.0001,Set
139252,0.0368,Vector
139252,0.0002,Set
139254,0.0368,Vector
139254,0.0003,Set
139256,0.0368,Vector
139256,0.0002,Set
139258,0.0367,Vector
139258,0.0001,Set
139260,0.0368,Vector
139260,0.0002,Set
139262,0.0368,Vector
139262,0.0001,Set
139264,0.0467,Vector
139264,0.0002,Set
139266,0.0368,Vector
139266,0.0002,Set
139268,0.0367,Vector
139268,0.0001,Set
139270,0.0368,Vector
139270,0.0002,Set
139272,0.0367,Vector
139272,0.0002,Set
139274,0.0368,Vector
139274,0.0002,Set
139276,0.0367,Vector
139276,0.0002,Set
139278,0.0498,Vector
139278,0.0002,Set
139280,0.0368,Vector
139280,0.0002,Set
139282,0.0368,Vector
139282,0.0002,Set
139284,0.0367,Vector
139284,0.0002,Set
139286,0.0367,Vector
139286,0.0002,Set
139288,0.0367,Vector
139288,0.0002,Set
139290,0.0367,Vector
139290,0.0002,Set
139292,0.0368,Vector
139292,0.0002,Set
139294,0.0367,Vector
139294,0.0002,Set
139296,0.0368,Vector
139296,0.0002,Set
139298,0.0368,Vector
139298,0.0002,Set
139300,0.0366,Vector
139300,0.0001,Set
139302,0.0367,Vector
139302,0.0002,Set
139304,0.0367,Vector
139304,0.0002,Set
139306,0.0368,Vector
139306,0.0001,Set
139308,0.0367,Vector
139308,0.0002,Set
139310,0.0367,Vector
139310,0.0001,Set
139312,0.0366,Vector
139312,0.0002,Set
139314,0.0368,Vector
139314,0.0001,Set
139316,0.0367,Vector
139316,0.0001,Set
139318,0.0366,Vector
139318,0.0002,Set
139320,0.0367,Vector
139320,0.0002,Set
139322,0.0367,Vector
139322,0.0002,Set
139324,0.0367,Vector
139324,0.0002,Set
139326,0.0367,Vector
139326,0.0001,Set
139328,0.0368,Vector
139328,0.0002,Set
139330,0.0368,Vector
139330,0.0002,Set
139332,0.0367,Vector
139332,0.0001,Set
139334,0.0367,Vector
139334,0.0002,Set
139336,0.0369,Vector
139336,0.0002,Set
139338,0.0367,Vector
139338,0.0002,Set
139340,0.0366,Vector
139340,0.0002,Set
139342,0.0368,Vector
139342,0.0002,Set
139344,0.0368,Vector
139344,0.0002,Set
139346,0.0367,Vector
139346,0.0002,Set
139348,0.0367,Vector
139348,0.0002,Set
139350,0.0367,Vector
139350,0.0002,Set
139352,0.0367,Vector
139352,0.0002,Set
139354,0.0366,Vector
139354,0.0002,Set
139356,0.0368,Vector
139356,0.0002,Set
139358,0.0367,Vector
139358,0.0002,Set
139360,0.0367,Vector
139360,0.0002,Set
139362,0.0367,Vector
139362,0.0002,Set
139364,0.0367,Vector
139364,0.0002,Set
139366,0.0367,Vector
139366,0.0002,Set
139368,0.0367,Vector
139368,0.0002,Set
139370,0.0368,Vector
139370,0.0001,Set
139372,0.0367,Vector
139372,0.0002,Set
139374,0.0368,Vector
139374,0.0002,Set
139376,0.0367,Vector
139376,0.0002,Set
139378,0.0367,Vector
139378,0.0002,Set
139380,0.0468,Vector
139380,0.0002,Set
139382,0.0478,Vector
139382,0.0002,Set
139384,0.0367,Vector
139384,0.0002,Set
139386,0.0367,Vector
139386,0.0001,Set
139388,0.0367,Vector
139388,0.0002,Set
139390,0.0367,Vector
139390,0.0002,Set
139392,0.0368,Vector
139392,0.0002,Set
139394,0.0367,Vector
139394,0.0002,Set
139396,0.0368,Vector
139396,0.0002,Set
139398,0.0368,Vector
139398,0.0001,Set
139400,0.0369,Vector
139400,0.0002,Set
139402,0.0367,Vector
139402,0.0001,Set
139404,0.0368,Vector
139404,0.0002,Set
139406,0.0366,Vector
139406,0.0002,Set
139408,0.0367,Vector
139408,0.0001,Set
139410,0.0367,Vector
139410,0.0001,Set
139412,0.0368,Vector
139412,0.0002,Set
139414,0.0367,Vector
139414,0.0002,Set
139416,0.0369,Vector
139416,0.0002,Set
139418,0.0368,Vector
139418,0.0002,Set
139420,0.0369,Vector
139420,0.0002,Set
139422,0.0367,Vector
139422,0.0002,Set
139424,0.0368,Vector
139424,0.0002,Set
139426,0.0369,Vector
139426,0.0002,Set
139428,0.0368,Vector
139428,0.0002,Set
139430,0.0367,Vector
139430,0.0002,Set
139432,0.0368,Vector
139432,0.0001,Set
139434,0.0367,Vector
139434,0.0003,Set
139436,0.0367,Vector
139436,0.0002,Set
139438,0.0368,Vector
139438,0.0002,Set
139440,0.0368,Vector
139440,0.0002,Set
139442,0.0368,Vector
139442,0.0001,Set
139444,0.0722,Vector
139444,0.0002,Set
139446,0.0368,Vector
139446,0.0002,Set
139448,0.0367,Vector
139448,0.0002,Set
139450,0.0368,Vector
139450,0.0002,Set
139452,0.0368,Vector
139452,0.0002,Set
139454,0.0368,Vector
139454,0.0002,Set
139456,0.0367,Vector
139456,0.0002,Set
139458,0.0369,Vector
139458,0.0002,Set
139460,0.0369,Vector
139460,0.0002,Set
139462,0.0368,Vector
139462,0.0002,Set
139464,0.0368,Vector
139464,0.0002,Set
139466,0.0369,Vector
139466,0.0002,Set
139468,0.0369,Vector
139468,0.0002,Set
139470,0.0369,Vector
139470,0.0002,Set
139472,0.0369,Vector
139472,0.0002,Set
139474,0.0368,Vector
139474,0.0002,Set
139476,0.0368,Vector
139476,0.0002,Set
139478,0.0367,Vector
139478,0.0002,Set
139480,0.0368,Vector
139480,0.0002,Set
139482,0.0368,Vector
139482,0.0001,Set
139484,0.0368,Vector
139484,0.0002,Set
139486,0.0584,Vector
139486,0.0001,Set
139488,0.0368,Vector
139488,0.0001,Set
139490,0.0368,Vector
139490,0.0001,Set
139492,0.0367,Vector
139492,0.0002,Set
139494,0.0368,Vector
139494,0.0002,Set
139496,0.0367,Vector
139496,0.0002,Set
139498,0.0369,Vector
139498,0.0002,Set
139500,0.0369,Vector
139500,0.0002,Set
139502,0.0366,Vector
139502,0.0002,Set
139504,0.0369,Vector
139504,0.0002,Set
139506,0.0367,Vector
139506,0.0002,Set
139508,0.0368,Vector
139508,0.0002,Set
139510,0.0368,Vector
139510,0.0002,Set
139512,0.0368,Vector
139512,0.0002,Set
139514,0.0368,Vector
139514,0.0002,Set
139516,0.0368,Vector
139516,0.0002,Set
139518,0.0367,Vector
139518,0.0002,Set
139520,0.0367,Vector
139520,0.0002,Set
139522,0.0368,Vector
139522,0.0002,Set
139524,0.0368,Vector
139524,0.0001,Set
139526,0.0369,Vector
139526,0.0002,Set
139528,0.0367,Vector
139528,0.0002,Set
139530,0.0368,Vector
139530,0.0003,Set
139532,0.0368,Vector
139532,0.0002,Set
139534,0.0369,Vector
139534,0.0002,Set
139536,0.0368,Vector
139536,0.0002,Set
139538,0.0368,Vector
139538,0.0002,Set
139540,0.0369,Vector
139540,0.0002,Set
139542,0.0368,Vector
139542,0.0002,Set
139544,0.0367,Vector
139544,0.0002,Set
139546,0.0368,Vector
139546,0.0002,Set
139548,0.0367,Vector
139548,0.0002,Set
139550,0.0367,Vector
139550,0.0002,Set
139552,0.0368,Vector
139552,0.0001,Set
139554,0.0368,Vector
139554,0.0002,Set
139556,0.0368,Vector
139556,0.0001,Set
139558,0.0368,Vector
139558,0.0002,Set
139560,0.0367,Vector
139560,0.0001,Set
139562,0.0368,Vector
139562,0.0002,Set
139564,0.0368,Vector
139564,0.0002,Set
139566,0.0368,Vector
139566,0.0002,Set
139568,0.0369,Vector
139568,0.0002,Set
139570,0.0368,Vector
139570,0.0001,Set
139572,0.0368,Vector
139572,0.0002,Set
139574,0.0368,Vector
139574,0.0002,Set
139576,0.0368,Vector
139576,0.0002,Set
139578,0.0367,Vector
139578,0.0001,Set
139580,0.0368,Vector
139580,0.0002,Set
139582,0.0368,Vector
139582,0.0002,Set
139584,0.0368,Vector
139584,0.0002,Set
139586,0.0368,Vector
139586,0.0002,Set
139588,0.0367,Vector
139588,0.0001,Set
139590,0.0581,Vector
139590,0.0002,Set
139592,0.0379,Vector
139592,0.0002,Set
139594,0.0382,Vector
139594,0.0002,Set
139596,0.0479,Vector
139596,0.0008,Set
139598,0.0405,Vector
139598,0.0002,Set
139600,0.0369,Vector
139600,0.0002,Set
139602,0.0368,Vector
139602,0.0002,Set
139604,0.0368,Vector
139604,0.0002,Set
139606,0.0369,Vector
139606,0.0002,Set
139608,0.0368,Vector
139608,0.0002,Set
139610,0.0368,Vector
139610,0.0002,Set
139612,0.0472,Vector
139612,0.0001,Set
139614,0.0367,Vector
139614,0.0002,Set
139616,0.0368,Vector
139616,0.0002,Set
139618,0.0466,Vector
139618,0.0002,Set
139620,0.0368,Vector
139620,0.0002,Set
139622,0.0368,Vector
139622,0.0001,Set
139624,0.0368,Vector
139624,0.0002,Set
139626,0.0368,Vector
139626,0.0002,Set
139628,0.0368,Vector
139628,0.0002,Set
139630,0.0368,Vector
139630,0.0002,Set
139632,0.0368,Vector
139632,0.0001,Set
139634,0.0369,Vector
139634,0.0001,Set
139636,0.0368,Vector
139636,0.0002,Set
139638,0.0368,Vector
139638,0.0002,Set
139640,0.0367,Vector
139640,0.0002,Set
139642,0.0368,Vector
139642,0.0002,Set
139644,0.0368,Vector
139644,0.0002,Set
139646,0.0366,Vector
139646,0.0002,Set
139648,0.0369,Vector
139648,0.0001,Set
139650,0.0368,Vector
139650,0.0002,Set
139652,0.0368,Vector
139652,0.0002,Set
139654,0.0368,Vector
139654,0.0002,Set
139656,0.0368,Vector
139656,0.0002,Set
139658,0.0368,Vector
139658,0.0001,Set
139660,0.0367,Vector
139660,0.0002,Set
139662,0.0368,Vector
139662,0.0002,Set
139664,0.0368,Vector
139664,0.0002,Set
139666,0.0368,Vector
139666,0.0001,Set
139668,0.0368,Vector
139668,0.0002,Set
139670,0.0368,Vector
139670,0.0002,Set
139672,0.0368,Vector
139672,0.0002,Set
139674,0.0369,Vector
139674,0.0002,Set
139676,0.0368,Vector
139676,0.0002,Set
