length,deleting,Class
53078,0.0001,Set
53080,0.0134,Vector
53080,0.0001,Set
53082,0.0134,Vector
53082,0.0001,Set
53084,0.0135,Vector
53084,0.0001,Set
53086,0.0134,Vector
53086,0.0001,Set
53088,0.0134,Vector
53088,0.0001,Set
53090,0.0136,Vector
53090,0.0001,Set
53092,0.0134,Vector
53092,0.0001,Set
53094,0.0135,Vector
53094,0.0001,Set
53096,0.0135,Vector
53096,0.0001,Set
53098,0.0134,Vector
53098,0.0002,Set
53100,0.0135,Vector
53100,0.0001,Set
53102,0.0134,Vector
53102,0.0001,Set
53104,0.0137,Vector
53104,0.0001,Set
53106,0.0135,Vector
53106,0.0001,Set
53108,0.0135,Vector
53108,0.0001,Set
53110,0.0136,Vector
53110,0.0001,Set
53112,0.0134,Vector
53112,0.0001,Set
53114,0.0136,Vector
53114,0.0001,Set
53116,0.0135,Vector
53116,0.0001,Set
53118,0.0134,Vector
53118,0.0001,Set
53120,0.0133,Vector
53120,0.0001,Set
53122,0.0135,Vector
53122,0.0001,Set
53124,0.0135,Vector
53124,0.0001,Set
53126,0.0135,Vector
53126,0.0002,Set
53128,0.0135,Vector
53128,0.0001,Set
53130,0.0135,Vector
53130,0.0001,Set
53132,0.0136,Vector
53132,0.0001,Set
53134,0.0134,Vector
53134,0.0001,Set
53136,0.0133,Vector
53136,0.0001,Set
53138,0.0135,Vector
53138,0.0001,Set
53140,0.0134,Vector
53140,0.0001,Set
53142,0.0135,Vector
53142,0.0001,Set
53144,0.0135,Vector
53144,0.0001,Set
53146,0.0136,Vector
53146,0.0001,Set
53148,0.0135,Vector
53148,0.0001,Set
53150,0.0134,Vector
53150,0.0001,Set
53152,0.0134,Vector
53152,0.0001,Set
53154,0.0135,Vector
53154,0.0001,Set
53156,0.0135,Vector
53156,0.0001,Set
53158,0.0135,Vector
53158,0.0001,Set
53160,0.0135,Vector
53160,0.0001,Set
53162,0.0134,Vector
53162,0.0001,Set
53164,0.0135,Vector
53164,0.0001,Set
53166,0.0135,Vector
53166,0.0001,Set
53168,0.0134,Vector
53168,0.0001,Set
53170,0.0135,Vector
53170,0.0001,Set
53172,0.0134,Vector
53172,0.0001,Set
53174,0.0135,Vector
53174,0.0001,Set
53176,0.0135,Vector
53176,0.0002,Set
53178,0.0135,Vector
53178,0.0002,Set
53180,0.0135,Vector
53180,0.0001,Set
53182,0.0134,Vector
53182,0.0002,Set
53184,0.0133,Vector
53184,0.0001,Set
53186,0.0135,Vector
53186,0.0001,Set
53188,0.0134,Vector
53188,0.0001,Set
53190,0.0135,Vector
53190,0.0002,Set
53192,0.0134,Vector
53192,0.0002,Set
53194,0.0135,Vector
53194,0.0001,Set
53196,0.0136,Vector
53196,0.0001,Set
53198,0.0134,Vector
53198,0.0002,Set
53200,0.0133,Vector
53200,0.0001,Set
53202,0.0135,Vector
53202,0.0001,Set
53204,0.0135,Vector
53204,0.0001,Set
53206,0.0135,Vector
53206,0.0001,Set
53208,0.0135,Vector
53208,0.0001,Set
53210,0.0135,Vector
53210,0.0001,Set
53212,0.0135,Vector
53212,0.0001,Set
53214,0.0134,Vector
53214,0.0001,Set
53216,0.0134,Vector
53216,0.0001,Set
53218,0.0135,Vector
53218,0.0001,Set
53220,0.0135,Vector
53220,0.0001,Set
53222,0.0135,Vector
53222,0.0001,Set
53224,0.0135,Vector
53224,0.0001,Set
53226,0.0135,Vector
53226,0.0001,Set
53228,0.0135,Vector
53228,0.0001,Set
53230,0.0135,Vector
53230,0.0001,Set
53232,0.0134,Vector
53232,0.0001,Set
53234,0.0135,Vector
53234,0.0001,Set
53236,0.0136,Vector
53236,0.0001,Set
53238,0.0135,Vector
53238,0.0001,Set
53240,0.0135,Vector
53240,0.0001,Set
53242,0.0136,Vector
53242,0.0001,Set
53244,0.0136,Vector
53244,0.0001,Set
53246,0.0135,Vector
53246,0.0001,Set
53248,0.0135,Vector
53248,0.0001,Set
53250,0.0135,Vector
53250,0.0001,Set
53252,0.0135,Vector
53252,0.0001,Set
53254,0.0135,Vector
53254,0.0001,Set
53256,0.0298,Vector
53256,0.0002,Set
53258,0.0135,Vector
53258,0.0001,Set
53260,0.0136,Vector
53260,0.0001,Set
53262,0.0134,Vector
53262,0.0001,Set
53264,0.0134,Vector
53264,0.0001,Set
53266,0.0136,Vector
53266,0.0001,Set
53268,0.0135,Vector
53268,0.0001,Set
53270,0.0135,Vector
53270,0.0001,Set
53272,0.0135,Vector
53272,0.0002,Set
53274,0.0135,Vector
53274,0.0001,Set
53276,0.0136,Vector
53276,0.0001,Set
53278,0.0134,Vector
53278,0.0001,Set
53280,0.0134,Vector
53280,0.0001,Set
53282,0.0135,Vector
53282,0.0001,Set
53284,0.0135,Vector
53284,0.0002,Set
53286,0.0136,Vector
53286,0.0001,Set
53288,0.0135,Vector
53288,0.0001,Set
53290,0.0136,Vector
53290,0.0001,Set
53292,0.0135,Vector
53292,0.0002,Set
53294,0.0134,Vector
53294,0.0001,Set
53296,0.0134,Vector
53296,0.0002,Set
53298,0.0135,Vector
53298,0.0001,Set
53300,0.0135,Vector
53300,0.0001,Set
53302,0.0135,Vector
53302,0.0001,Set
53304,0.0136,Vector
53304,0.0001,Set
53306,0.0134,Vector
53306,0.0001,Set
53308,0.0135,Vector
53308,0.0001,Set
53310,0.0136,Vector
53310,0.0001,Set
53312,0.0134,Vector
53312,0.0001,Set
53314,0.0135,Vector
53314,0.0001,Set
53316,0.0135,Vector
53316,0.0001,Set
53318,0.0135,Vector
53318,0.0001,Set
53320,0.0135,Vector
53320,0.0001,Set
53322,0.0135,Vector
53322,0.0001,Set
53324,0.0136,Vector
53324,0.0001,Set
53326,0.0147,Vector
53326,0.0002,Set
53328,0.0143,Vector
53328,0.0001,Set
53330,0.0138,Vector
53330,0.0001,Set
53332,0.0136,Vector
53332,0.0001,Set
53334,0.0136,Vector
53334,0.0001,Set
53336,0.0136,Vector
53336,0.0001,Set
53338,0.0136,Vector
53338,0.0002,Set
53340,0.0135,Vector
53340,0.0001,Set
53342,0.0134,Vector
53342,0.0001,Set
53344,0.0134,Vector
53344,0.0001,Set
53346,0.0136,Vector
53346,0.0001,Set
53348,0.0136,Vector
53348,0.0001,Set
53350,0.0284,Vector
53350,0.0002,Set
53352,0.0137,Vector
53352,0.0002,Set
53354,0.0136,Vector
53354,0.0001,Set
53356,0.0135,Vector
53356,0.0001,Set
53358,0.0135,Vector
53358,0.0001,Set
53360,0.0134,Vector
53360,0.0001,Set
53362,0.0136,Vector
53362,0.0001,Set
53364,0.0136,Vector
53364,0.0001,Set
53366,0.0136,Vector
53366,0.0001,Set
53368,0.0136,Vector
53368,0.0001,Set
53370,0.0135,Vector
53370,0.0001,Set
53372,0.0136,Vector
53372,0.0001,Set
53374,0.0135,Vector
53374,0.0001,Set
53376,0.0133,Vector
53376,0.0001,Set
53378,0.0135,Vector
53378,0.0001,Set
53380,0.0136,Vector
53380,0.0001,Set
53382,0.0135,Vector
53382,0.0001,Set
53384,0.0135,Vector
53384,0.0001,Set
53386,0.0136,Vector
53386,0.0001,Set
53388,0.0135,Vector
53388,0.0001,Set
53390,0.0233,Vector
53390,0.0001,Set
53392,0.0134,Vector
53392,0.0001,Set
53394,0.0136,Vector
53394,0.0001,Set
53396,0.0136,Vector
53396,0.0001,Set
53398,0.0135,Vector
53398,0.0001,Set
53400,0.0135,Vector
53400,0.0001,Set
53402,0.0136,Vector
53402,0.0002,Set
53404,0.0136,Vector
53404,0.0001,Set
53406,0.0134,Vector
53406,0.0001,Set
53408,0.0134,Vector
53408,0.0001,Set
53410,0.0135,Vector
53410,0.0001,Set
53412,0.0136,Vector
53412,0.0001,Set
53414,0.0135,Vector
53414,0.0001,Set
53416,0.0136,Vector
53416,0.0001,Set
53418,0.0136,Vector
53418,0.0001,Set
53420,0.014,Vector
53420,0.0001,Set
53422,0.0135,Vector
53422,0.0001,Set
53424,0.0134,Vector
53424,0.0001,Set
53426,0.0135,Vector
53426,0.0001,Set
53428,0.0135,Vector
53428,0.0001,Set
53430,0.0136,Vector
53430,0.0001,Set
53432,0.0136,Vector
53432,0.0001,Set
53434,0.0135,Vector
53434,0.0001,Set
53436,0.0136,Vector
53436,0.0001,Set
53438,0.0134,Vector
53438,0.0002,Set
53440,0.0134,Vector
53440,0.0001,Set
53442,0.0136,Vector
53442,0.0001,Set
53444,0.0136,Vector
53444,0.0001,Set
53446,0.0136,Vector
53446,0.0001,Set
53448,0.0136,Vector
53448,0.0001,Set
53450,0.0136,Vector
53450,0.0001,Set
53452,0.0136,Vector
53452,0.0001,Set
53454,0.0134,Vector
53454,0.0001,Set
53456,0.0134,Vector
53456,0.0001,Set
53458,0.0135,Vector
53458,0.0001,Set
53460,0.0135,Vector
53460,0.0001,Set
53462,0.0135,Vector
53462,0.0001,Set
53464,0.0136,Vector
53464,0.0001,Set
53466,0.0136,Vector
53466,0.0001,Set
53468,0.0136,Vector
53468,0.0001,Set
53470,0.0134,Vector
53470,0.0001,Set
53472,0.0134,Vector
53472,0.0002,Set
53474,0.0136,Vector
53474,0.0001,Set
53476,0.0137,Vector
53476,0.0001,Set
53478,0.0136,Vector
53478,0.0001,Set
53480,0.0136,Vector
53480,0.0001,Set
53482,0.0136,Vector
53482,0.0001,Set
53484,0.0136,Vector
53484,0.0001,Set
53486,0.0134,Vector
53486,0.0001,Set
53488,0.0134,Vector
53488,0.0001,Set
53490,0.0136,Vector
53490,0.0001,Set
53492,0.0136,Vector
53492,0.0001,Set
53494,0.0135,Vector
53494,0.0001,Set
53496,0.0136,Vector
53496,0.0001,Set
53498,0.0136,Vector
53498,0.0002,Set
53500,0.0136,Vector
53500,0.0001,Set
53502,0.0135,Vector
53502,0.0001,Set
53504,0.0134,Vector
53504,0.0001,Set
53506,0.0136,Vector
53506,0.0001,Set
53508,0.0135,Vector
53508,0.0001,Set
53510,0.0136,Vector
53510,0.0001,Set
53512,0.0136,Vector
53512,0.0001,Set
53514,0.0136,Vector
53514,0.0001,Set
53516,0.0137,Vector
53516,0.0001,Set
53518,0.0135,Vector
53518,0.0001,Set
53520,0.0135,Vector
53520,0.0001,Set
53522,0.0135,Vector
53522,0.0001,Set
53524,0.0136,Vector
53524,0.0001,Set
53526,0.0136,Vector
53526,0.0001,Set
53528,0.0136,Vector
53528,0.0001,Set
53530,0.0135,Vector
53530,0.0001,Set
53532,0.0137,Vector
53532,0.0002,Set
53534,0.0136,Vector
53534,0.0001,Set
53536,0.0135,Vector
53536,0.0001,Set
53538,0.0136,Vector
53538,0.0001,Set
53540,0.0136,Vector
53540,0.0001,Set
53542,0.0135,Vector
53542,0.0002,Set
53544,0.0136,Vector
53544,0.0001,Set
53546,0.0137,Vector
53546,0.0001,Set
53548,0.0137,Vector
53548,0.0001,Set
53550,0.0136,Vector
53550,0.0001,Set
53552,0.0135,Vector
53552,0.0001,Set
53554,0.0137,Vector
53554,0.0001,Set
53556,0.0137,Vector
53556,0.0002,Set
53558,0.0136,Vector
53558,0.0001,Set
53560,0.0136,Vector
53560,0.0001,Set
53562,0.0137,Vector
53562,0.0001,Set
53564,0.0135,Vector
53564,0.0001,Set
53566,0.0135,Vector
53566,0.0001,Set
53568,0.0134,Vector
53568,0.0001,Set
53570,0.0137,Vector
53570,0.0001,Set
53572,0.0136,Vector
53572,0.0001,Set
53574,0.0136,Vector
53574,0.0001,Set
53576,0.0136,Vector
53576,0.0001,Set
53578,0.0136,Vector
53578,0.0002,Set
53580,0.0137,Vector
53580,0.0001,Set
53582,0.0243,Vector
53582,0.0002,Set
53584,0.0136,Vector
53584,0.0001,Set
53586,0.0137,Vector
53586,0.0001,Set
53588,0.0136,Vector
53588,0.0001,Set
53590,0.0137,Vector
53590,0.0001,Set
53592,0.0136,Vector
53592,0.0001,Set
53594,0.0136,Vector
53594,0.0001,Set
53596,0.0137,Vector
53596,0.0001,Set
53598,0.0135,Vector
53598,0.0001,Set
53600,0.0135,Vector
53600,0.0001,Set
53602,0.0136,Vector
53602,0.0001,Set
53604,0.0136,Vector
53604,0.0001,Set
53606,0.0136,Vector
53606,0.0001,Set
53608,0.0137,Vector
53608,0.0001,Set
53610,0.0137,Vector
53610,0.0001,Set
53612,0.0136,Vector
53612,0.0001,Set
53614,0.0136,Vector
53614,0.0001,Set
53616,0.0135,Vector
53616,0.0001,Set
53618,0.0136,Vector
53618,0.0001,Set
53620,0.0136,Vector
53620,0.0001,Set
53622,0.0136,Vector
53622,0.0001,Set
53624,0.0137,Vector
53624,0.0002,Set
53626,0.0136,Vector
53626,0.0001,Set
53628,0.0137,Vector
53628,0.0001,Set
53630,0.0135,Vector
53630,0.0002,Set
53632,0.0135,Vector
53632,0.0002,Set
53634,0.0136,Vector
53634,0.0001,Set
53636,0.0137,Vector
53636,0.0001,Set
53638,0.0137,Vector
53638,0.0001,Set
53640,0.0137,Vector
53640,0.0002,Set
53642,0.0137,Vector
53642,0.0001,Set
53644,0.0135,Vector
53644,0.0001,Set
53646,0.0135,Vector
53646,0.0001,Set
53648,0.0135,Vector
53648,0.0001,Set
53650,0.0136,Vector
53650,0.0001,Set
53652,0.0135,Vector
53652,0.0001,Set
53654,0.0136,Vector
53654,0.0001,Set
53656,0.0136,Vector
53656,0.0001,Set
53658,0.0137,Vector
53658,0.0001,Set
53660,0.0136,Vector
53660,0.0001,Set
53662,0.0136,Vector
53662,0.0002,Set
53664,0.0135,Vector
53664,0.0001,Set
53666,0.0136,Vector
53666,0.0001,Set
53668,0.0136,Vector
53668,0.0001,Set
53670,0.0136,Vector
53670,0.0001,Set
53672,0.0137,Vector
53672,0.0001,Set
53674,0.0136,Vector
53674,0.0001,Set
53676,0.0136,Vector
53676,0.0001,Set
53678,0.0135,Vector
53678,0.0001,Set
53680,0.0136,Vector
53680,0.0001,Set
53682,0.0136,Vector
53682,0.0002,Set
53684,0.0136,Vector
53684,0.0001,Set
53686,0.0136,Vector
53686,0.0002,Set
53688,0.0137,Vector
53688,0.0001,Set
53690,0.0138,Vector
53690,0.0001,Set
53692,0.0136,Vector
53692,0.0001,Set
53694,0.0137,Vector
53694,0.0001,Set
53696,0.0135,Vector
53696,0.0001,Set
53698,0.0135,Vector
53698,0.0001,Set
53700,0.0137,Vector
53700,0.0001,Set
53702,0.0136,Vector
53702,0.0001,Set
53704,0.0136,Vector
53704,0.0001,Set
53706,0.0137,Vector
53706,0.0001,Set
53708,0.0137,Vector
53708,0.0001,Set
53710,0.0136,Vector
53710,0.0001,Set
53712,0.0135,Vector
53712,0.0001,Set
53714,0.0137,Vector
53714,0.0001,Set
53716,0.0136,Vector
53716,0.0001,Set
53718,0.0137,Vector
53718,0.0001,Set
53720,0.0138,Vector
53720,0.0001,Set
53722,0.0137,Vector
53722,0.0001,Set
53724,0.0136,Vector
53724,0.0001,Set
53726,0.0136,Vector
53726,0.0001,Set
53728,0.0135,Vector
53728,0.0001,Set
53730,0.0136,Vector
53730,0.0001,Set
53732,0.0137,Vector
53732,0.0001,Set
53734,0.0137,Vector
53734,0.0001,Set
53736,0.0137,Vector
53736,0.0001,Set
53738,0.0136,Vector
53738,0.0002,Set
53740,0.0137,Vector
53740,0.0002,Set
53742,0.0136,Vector
53742,0.0001,Set
53744,0.0135,Vector
53744,0.0001,Set
53746,0.0137,Vector
53746,0.0001,Set
53748,0.0137,Vector
53748,0.0001,Set
53750,0.0137,Vector
53750,0.0001,Set
53752,0.0136,Vector
53752,0.0001,Set
53754,0.0138,Vector
53754,0.0001,Set
53756,0.0138,Vector
53756,0.0001,Set
53758,0.0136,Vector
53758,0.0001,Set
53760,0.0135,Vector
53760,0.0001,Set
53762,0.0138,Vector
53762,0.0001,Set
53764,0.0137,Vector
53764,0.0001,Set
53766,0.0141,Vector
53766,0.0002,Set
53768,0.0137,Vector
53768,0.0002,Set
53770,0.0137,Vector
53770,0.0002,Set
53772,0.0137,Vector
53772,0.0001,Set
53774,0.0135,Vector
53774,0.0001,Set
53776,0.0136,Vector
53776,0.0001,Set
53778,0.0137,Vector
53778,0.0002,Set
53780,0.0137,Vector
53780,0.0001,Set
53782,0.0137,Vector
53782,0.0001,Set
53784,0.0137,Vector
53784,0.0001,Set
53786,0.0136,Vector
53786,0.0001,Set
53788,0.0137,Vector
53788,0.0001,Set
53790,0.0136,Vector
53790,0.0002,Set
53792,0.0135,Vector
53792,0.0001,Set
53794,0.0136,Vector
53794,0.0001,Set
53796,0.0137,Vector
53796,0.0001,Set
53798,0.0137,Vector
53798,0.0001,Set
53800,0.0137,Vector
53800,0.0001,Set
53802,0.0138,Vector
53802,0.0001,Set
53804,0.0137,Vector
53804,0.0001,Set
53806,0.0137,Vector
53806,0.0001,Set
53808,0.0135,Vector
53808,0.0001,Set
53810,0.0137,Vector
53810,0.0001,Set
53812,0.0136,Vector
53812,0.0002,Set
53814,0.0138,Vector
53814,0.0001,Set
53816,0.0138,Vector
53816,0.0001,Set
53818,0.0138,Vector
53818,0.0001,Set
53820,0.0137,Vector
53820,0.0001,Set
53822,0.0135,Vector
53822,0.0001,Set
53824,0.0135,Vector
53824,0.0001,Set
53826,0.0137,Vector
53826,0.0001,Set
53828,0.0137,Vector
53828,0.0002,Set
53830,0.0137,Vector
53830,0.0001,Set
53832,0.0136,Vector
53832,0.0001,Set
53834,0.0138,Vector
53834,0.0001,Set
53836,0.0137,Vector
53836,0.0001,Set
53838,0.0136,Vector
53838,0.0001,Set
53840,0.0135,Vector
53840,0.0001,Set
53842,0.0137,Vector
53842,0.0001,Set
53844,0.0137,Vector
53844,0.0001,Set
53846,0.0137,Vector
53846,0.0001,Set
53848,0.0137,Vector
53848,0.0001,Set
53850,0.0137,Vector
53850,0.0001,Set
53852,0.0137,Vector
53852,0.0001,Set
53854,0.0135,Vector
53854,0.0001,Set
53856,0.0135,Vector
53856,0.0001,Set
53858,0.0137,Vector
53858,0.0002,Set
53860,0.0138,Vector
53860,0.0001,Set
53862,0.0138,Vector
53862,0.0001,Set
53864,0.0137,Vector
53864,0.0001,Set
53866,0.0137,Vector
53866,0.0001,Set
53868,0.0137,Vector
53868,0.0001,Set
53870,0.0136,Vector
53870,0.0001,Set
53872,0.0136,Vector
53872,0.0001,Set
53874,0.0137,Vector
53874,0.0001,Set
53876,0.0138,Vector
53876,0.0001,Set
53878,0.0137,Vector
53878,0.0002,Set
53880,0.0137,Vector
53880,0.0001,Set
53882,0.0138,Vector
53882,0.0001,Set
53884,0.0137,Vector
53884,0.0001,Set
53886,0.0136,Vector
53886,0.0001,Set
53888,0.0135,Vector
53888,0.0001,Set
53890,0.0137,Vector
53890,0.0001,Set
53892,0.0137,Vector
53892,0.0001,Set
53894,0.0137,Vector
53894,0.0001,Set
53896,0.0137,Vector
53896,0.0001,Set
53898,0.0137,Vector
53898,0.0002,Set
53900,0.0137,Vector
53900,0.0002,Set
53902,0.0136,Vector
53902,0.0001,Set
53904,0.0135,Vector
53904,0.0001,Set
53906,0.0137,Vector
53906,0.0001,Set
53908,0.0137,Vector
53908,0.0001,Set
53910,0.0137,Vector
53910,0.0001,Set
53912,0.0137,Vector
53912,0.0001,Set
53914,0.0136,Vector
53914,0.0001,Set
53916,0.0138,Vector
53916,0.0001,Set
53918,0.0136,Vector
53918,0.0001,Set
53920,0.0135,Vector
53920,0.0001,Set
53922,0.0137,Vector
53922,0.0001,Set
53924,0.0137,Vector
53924,0.0001,Set
53926,0.0138,Vector
53926,0.0001,Set
53928,0.0138,Vector
53928,0.0001,Set
53930,0.0137,Vector
53930,0.0001,Set
53932,0.0137,Vector
53932,0.0001,Set
53934,0.0136,Vector
53934,0.0001,Set
53936,0.0136,Vector
53936,0.0001,Set
53938,0.0138,Vector
53938,0.0001,Set
53940,0.0137,Vector
53940,0.0001,Set
53942,0.0137,Vector
53942,0.0001,Set
53944,0.0137,Vector
53944,0.0001,Set
53946,0.0137,Vector
53946,0.0001,Set
53948,0.0137,Vector
53948,0.0001,Set
53950,0.0135,Vector
53950,0.0001,Set
53952,0.0136,Vector
53952,0.0001,Set
53954,0.0138,Vector
53954,0.0001,Set
53956,0.0138,Vector
53956,0.0001,Set
53958,0.0137,Vector
53958,0.0001,Set
53960,0.0137,Vector
53960,0.0002,Set
53962,0.0138,Vector
53962,0.0001,Set
53964,0.0137,Vector
53964,0.0001,Set
53966,0.0136,Vector
53966,0.0001,Set
53968,0.0136,Vector
53968,0.0001,Set
53970,0.0137,Vector
53970,0.0001,Set
53972,0.0138,Vector
53972,0.0001,Set
53974,0.0138,Vector
53974,0.0001,Set
53976,0.0138,Vector
53976,0.0001,Set
53978,0.0137,Vector
53978,0.0001,Set
53980,0.0138,Vector
53980,0.0001,Set
53982,0.0136,Vector
53982,0.0001,Set
53984,0.0136,Vector
53984,0.0001,Set
53986,0.0137,Vector
53986,0.0001,Set
53988,0.0143,Vector
53988,0.0001,Set
53990,0.0138,Vector
53990,0.0001,Set
53992,0.0138,Vector
53992,0.0001,Set
53994,0.0138,Vector
53994,0.0001,Set
53996,0.0137,Vector
53996,0.0001,Set
53998,0.0137,Vector
53998,0.0002,Set
54000,0.0136,Vector
54000,0.0001,Set
54002,0.0138,Vector
54002,0.0001,Set
54004,0.0138,Vector
54004,0.0001,Set
54006,0.0138,Vector
54006,0.0001,Set
54008,0.0138,Vector
54008,0.0002,Set
54010,0.0137,Vector
54010,0.0002,Set
54012,0.0137,Vector
54012,0.0001,Set
54014,0.0136,Vector
54014,0.0001,Set
54016,0.0136,Vector
54016,0.0001,Set
54018,0.0137,Vector
54018,0.0002,Set
54020,0.0137,Vector
54020,0.0001,Set
54022,0.0138,Vector
54022,0.0001,Set
54024,0.0138,Vector
54024,0.0001,Set
54026,0.0137,Vector
54026,0.0001,Set
54028,0.0138,Vector
54028,0.0001,Set
54030,0.0137,Vector
54030,0.0001,Set
54032,0.0136,Vector
54032,0.0001,Set
54034,0.0138,Vector
54034,0.0001,Set
54036,0.0137,Vector
54036,0.0001,Set
54038,0.0138,Vector
54038,0.0001,Set
54040,0.0138,Vector
54040,0.0001,Set
54042,0.0137,Vector
54042,0.0002,Set
54044,0.0138,Vector
54044,0.0001,Set
54046,0.0137,Vector
54046,0.0001,Set
54048,0.0136,Vector
54048,0.0001,Set
54050,0.0136,Vector
54050,0.0001,Set
54052,0.0138,Vector
54052,0.0001,Set
54054,0.0138,Vector
54054,0.0001,Set
54056,0.0138,Vector
54056,0.0001,Set
54058,0.0137,Vector
54058,0.0001,Set
54060,0.0137,Vector
54060,0.0001,Set
54062,0.0136,Vector
54062,0.0001,Set
54064,0.0137,Vector
54064,0.0001,Set
54066,0.0138,Vector
54066,0.0001,Set
54068,0.0138,Vector
54068,0.0001,Set
54070,0.0137,Vector
54070,0.0001,Set
54072,0.0137,Vector
54072,0.0001,Set
54074,0.0138,Vector
54074,0.0001,Set
54076,0.0138,Vector
54076,0.0001,Set
54078,0.0137,Vector
54078,0.0001,Set
54080,0.0137,Vector
54080,0.0001,Set
54082,0.0138,Vector
54082,0.0001,Set
54084,0.0137,Vector
54084,0.0002,Set
54086,0.0137,Vector
54086,0.0001,Set
54088,0.0138,Vector
54088,0.0001,Set
54090,0.0137,Vector
54090,0.0001,Set
54092,0.0138,Vector
54092,0.0001,Set
54094,0.0136,Vector
54094,0.0001,Set
54096,0.0136,Vector
54096,0.0001,Set
54098,0.0138,Vector
54098,0.0001,Set
54100,0.0138,Vector
54100,0.0001,Set
54102,0.0138,Vector
54102,0.0001,Set
54104,0.0138,Vector
54104,0.0001,Set
54106,0.0138,Vector
54106,0.0001,Set
54108,0.0138,Vector
54108,0.0001,Set
54110,0.0137,Vector
54110,0.0001,Set
54112,0.0136,Vector
54112,0.0001,Set
54114,0.0138,Vector
54114,0.0001,Set
54116,0.0137,Vector
54116,0.0001,Set
54118,0.0138,Vector
54118,0.0001,Set
54120,0.0138,Vector
54120,0.0001,Set
54122,0.0138,Vector
54122,0.0001,Set
54124,0.0139,Vector
54124,0.0001,Set
54126,0.0137,Vector
54126,0.0001,Set
54128,0.0136,Vector
54128,0.0001,Set
54130,0.0137,Vector
54130,0.0001,Set
54132,0.0137,Vector
54132,0.0001,Set
54134,0.0137,Vector
54134,0.0001,Set
54136,0.0138,Vector
54136,0.0001,Set
54138,0.0138,Vector
54138,0.0001,Set
54140,0.0138,Vector
54140,0.0001,Set
54142,0.0136,Vector
54142,0.0001,Set
54144,0.0136,Vector
54144,0.0002,Set
54146,0.0138,Vector
54146,0.0001,Set
54148,0.0137,Vector
54148,0.0001,Set
54150,0.0138,Vector
54150,0.0001,Set
54152,0.0137,Vector
54152,0.0001,Set
54154,0.0137,Vector
54154,0.0001,Set
54156,0.0138,Vector
54156,0.0001,Set
54158,0.0136,Vector
54158,0.0001,Set
54160,0.0136,Vector
54160,0.0002,Set
54162,0.0138,Vector
54162,0.0002,Set
54164,0.0138,Vector
54164,0.0001,Set
54166,0.0137,Vector
54166,0.0001,Set
54168,0.0138,Vector
54168,0.0001,Set
54170,0.0138,Vector
54170,0.0001,Set
54172,0.0138,Vector
54172,0.0001,Set
54174,0.0137,Vector
54174,0.0001,Set
54176,0.0137,Vector
54176,0.0002,Set
54178,0.0137,Vector
54178,0.0001,Set
54180,0.0137,Vector
54180,0.0001,Set
54182,0.0138,Vector
54182,0.0001,Set
54184,0.0138,Vector
54184,0.0001,Set
54186,0.0138,Vector
54186,0.0001,Set
54188,0.0137,Vector
54188,0.0001,Set
54190,0.0136,Vector
54190,0.0001,Set
54192,0.0136,Vector
54192,0.0001,Set
54194,0.0137,Vector
54194,0.0001,Set
54196,0.0139,Vector
54196,0.0001,Set
54198,0.0138,Vector
54198,0.0001,Set
54200,0.0137,Vector
54200,0.0002,Set
54202,0.0139,Vector
54202,0.0001,Set
54204,0.0137,Vector
54204,0.0001,Set
54206,0.0145,Vector
54206,0.0002,Set
54208,0.0232,Vector
54208,0.0001,Set
54210,0.0138,Vector
54210,0.0001,Set
54212,0.0138,Vector
54212,0.0001,Set
54214,0.0138,Vector
54214,0.0001,Set
54216,0.0138,Vector
54216,0.0001,Set
54218,0.0137,Vector
54218,0.0001,Set
54220,0.0138,Vector
54220,0.0001,Set
54222,0.0137,Vector
54222,0.0001,Set
54224,0.0137,Vector
54224,0.0001,Set
54226,0.0139,Vector
54226,0.0001,Set
54228,0.0138,Vector
54228,0.0001,Set
54230,0.0138,Vector
54230,0.0001,Set
54232,0.0138,Vector
54232,0.0002,Set
54234,0.0138,Vector
54234,0.0001,Set
54236,0.0138,Vector
54236,0.0002,Set
54238,0.0138,Vector
54238,0.0001,Set
54240,0.0136,Vector
54240,0.0001,Set
54242,0.0138,Vector
54242,0.0001,Set
54244,0.0138,Vector
54244,0.0001,Set
54246,0.0138,Vector
54246,0.0001,Set
54248,0.0138,Vector
54248,0.0002,Set
54250,0.0138,Vector
54250,0.0001,Set
54252,0.0138,Vector
54252,0.0001,Set
54254,0.0137,Vector
54254,0.0001,Set
54256,0.0136,Vector
54256,0.0001,Set
54258,0.0138,Vector
54258,0.0001,Set
54260,0.0138,Vector
54260,0.0001,Set
54262,0.0138,Vector
54262,0.0001,Set
54264,0.0138,Vector
54264,0.0001,Set
54266,0.0138,Vector
54266,0.0002,Set
54268,0.0138,Vector
54268,0.0001,Set
54270,0.0137,Vector
54270,0.0001,Set
54272,0.0137,Vector
54272,0.0001,Set
54274,0.0138,Vector
54274,0.0001,Set
54276,0.0138,Vector
54276,0.0001,Set
54278,0.0137,Vector
54278,0.0001,Set
54280,0.0138,Vector
54280,0.0001,Set
54282,0.0138,Vector
54282,0.0001,Set
54284,0.0138,Vector
54284,0.0001,Set
54286,0.0137,Vector
54286,0.0002,Set
54288,0.0136,Vector
54288,0.0001,Set
54290,0.0137,Vector
54290,0.0001,Set
54292,0.0138,Vector
54292,0.0001,Set
54294,0.0137,Vector
